date,compound,unix
2022-05-19 00:00:00,0.0,1652907600000
2022-05-20 00:00:00,0.0,1652994000000
2022-05-21 00:00:00,0.0,1653080400000
2022-05-22 00:00:00,4862.2767,1653166800000
2022-05-23 00:00:00,1173.996,1653253200000
2022-05-24 00:00:00,3670.033,1653339600000
2022-05-25 00:00:00,2280.2427,1653426000000
2022-05-26 00:00:00,2923.6984,1653512400000
2022-05-27 00:00:00,2458.6722,1653598800000
2022-05-28 00:00:00,981.3656,1653685200000
2022-05-29 00:00:00,3557.6327,1653771600000
2022-05-30 00:00:00,3974.0282,1653858000000
2022-05-31 00:00:00,4227.3565,1653944400000
2022-06-01 00:00:00,4534.3883,1654030800000
2022-06-02 00:00:00,2115.4818,1654117200000
2022-06-03 00:00:00,6268.7722,1654203600000
2022-06-04 00:00:00,1437.81,1654290000000
2022-06-05 00:00:00,0.0,1654376400000
2022-06-06 00:00:00,0.0,1654462800000
2022-06-07 00:00:00,0.0,1654549200000
2022-06-08 00:00:00,0.0,1654635600000
2022-06-09 00:00:00,0.0,1654722000000
2022-06-10 00:00:00,0.0,1654808400000
2022-06-11 00:00:00,0.0,1654894800000
2022-06-12 00:00:00,0.0,1654981200000
2022-06-13 00:00:00,0.0,1655067600000
2022-06-14 00:00:00,2678.4928,1655154000000
2022-06-15 00:00:00,7877.3134,1655240400000
2022-06-16 00:00:00,0.0,1655326800000
2022-06-17 00:00:00,2652.8174,1655413200000
2022-06-18 00:00:00,3651.5026,1655499600000
2022-06-19 00:00:00,1908.0265,1655586000000
2022-06-20 00:00:00,0.0,1655672400000
2022-06-21 00:00:00,0.0,1655758800000
2022-06-22 00:00:00,0.0,1655845200000
2022-06-23 00:00:00,4974.9807,1655931600000
2022-06-24 00:00:00,872.3383,1656018000000
2022-06-25 00:00:00,4617.4963,1656104400000
2022-06-26 00:00:00,6471.5038,1656190800000
2022-06-27 00:00:00,0.0,1656277200000
2022-06-28 00:00:00,1739.7295,1656363600000
2022-06-29 00:00:00,7575.3187,1656450000000
2022-06-30 00:00:00,0.0,1656536400000
2022-07-01 00:00:00,0.0,1656622800000
2022-07-02 00:00:00,1360.2758,1656709200000
2022-07-03 00:00:00,2642.9366,1656795600000
2022-07-04 00:00:00,0.0,1656882000000
2022-07-05 00:00:00,0.0,1656968400000
2022-07-06 00:00:00,0.0,1657054800000
2022-07-07 00:00:00,0.0,1657141200000
2022-07-08 00:00:00,0.0,1657227600000
2022-07-09 00:00:00,0.0,1657314000000
2022-07-10 00:00:00,0.0,1657400400000
2022-07-11 00:00:00,1225.4469,1657486800000
2022-07-12 00:00:00,3274.2284,1657573200000
2022-07-13 00:00:00,5049.3458,1657659600000
2022-07-14 00:00:00,7341.4207,1657746000000
2022-07-15 00:00:00,6349.6604,1657832400000
2022-07-16 00:00:00,5737.0585,1657918800000
2022-07-17 00:00:00,2427.5174,1658005200000
