,date,open,high,low,close,volume,quote_av,trades,tb_base_av,tb_quote_av,unix,mean_7_days,mean_14_days,mean_56_days,signal,std_7_days,exp_mean_7_days,exp_std_7_days,momentum_7_days,rate_of_change_7_days,strength_index_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,momentum_14_days,rate_of_change_14_days,strength_index_14_days,std_56_days,exp_mean_56_days,exp_std_56_days,momentum_56_days,rate_of_change_56_days,strength_index_56_days
109,2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,4113717505.2635546,2432319,50485.076994,1983423341.5599248,1621976400000,38035.22142857143,41573.669285714284,53019.038928571434,0.0,1857.719292236043,39014.84800000992,3633.8888484940426,2551.820000000007,-3.170087626311967,41.5594175932651,4977.933008605201,41801.21479392722,6809.096303807159,-10389.409999999996,-20.996288173957538,37.64484536671545,7683.307439705585,49888.76507118764,8415.395132021526,-19498.64,-33.171634953689036,46.283587212131735
110,2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,3361413526.053544,2102182,42256.012801,1641681553.5291371,1622062800000,37749.98428571429,40777.88428571429,52658.495,0.0,1537.0330599763467,38893.631000007445,3155.2002450273367,-1996.6599999999962,3.430606831685058,39.36230347975854,4445.996940890898,41365.050099626606,6443.107161322254,-11140.989999999998,-22.69490554548472,36.6780645329466,7882.055607987274,49482.50295750834,8533.337349508822,-20190.46,-34.639570035696345,45.950928256181456
111,2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,4926260941.933614,2659178,64327.281853,2341060689.073459,1622149200000,37523.05285714286,39765.17285714286,52242.66428571428,0.0,1728.1887757096474,38086.095750005574,3122.316859264912,-1588.520000000004,-4.769700609323499,31.53176874353899,3788.851842588166,40604.842003096375,6326.443910113897,-14177.96,-23.735650778532342,33.00293311052032,8153.680504273316,48988.58269083672,8770.35711594422,-23286.520000000004,-37.489435065661226,44.63572382077198
112,2021-05-29,35661.79,37338.58,33632.76,34605.15,112663.092689,3949843335.322595,2169643,54284.199652,1904345668.7790065,1622235600000,37116.684285714284,38896.75571428571,51841.82875,0.0,2052.3422228582835,37215.85931250417,3156.3011623228117,-2844.5800000000017,-0.14456684052199464,29.04305586877483,3438.6769834134393,39804.88299343053,6258.347501693714,-12157.839999999997,-25.470531858759678,31.738453899838987,8458.98459767667,48474.825071699015,9023.850014915199,-22446.79,-40.54303279216646,44.160570500677494
113,2021-05-30,34605.15,36488.0,33379.0,35641.27,73535.386967,2601994948.148242,1559892,37406.813903,1324617922.554574,1622322000000,37257.544285714284,38126.025,51438.95839285715,0.0,1882.0179503554753,36822.211984378126,2830.9064867552474,986.0199999999968,-8.132272441514392,34.91074873557682,2762.7737770491076,39249.73454864522,6008.492841154489,-10790.230000000003,-18.137633205353303,34.38882389742615,8684.793678612117,48016.716138395575,9181.357329232562,-22560.740000000005,-39.723869393517575,44.74686830621938
114,2021-05-31,35641.26,37499.0,34153.84,37253.81,94160.735289,3406047734.8311286,1896359,46337.932504,1677796724.0573616,1622408400000,37037.189999999995,37677.15142857143,51048.31232142857,0.0,1758.0449788420203,36930.1114882836,2459.933274067684,-1542.4800000000032,-2.7943061293076723,43.40793673149335,2285.034491292851,38983.61125652225,5637.742356143698,-6284.230000000003,-13.059506956628486,38.39761161713179,8823.451079289469,47632.75509526089,9238.412513281552,-21876.18,-35.75949088783375,45.65112889050484
115,2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,2973928300.375587,1760417,40291.834851,1475008291.233647,1622494800000,36804.1,37237.38785714286,50667.98982142857,0.0,1664.5663878915418,36870.85611621269,2133.2470512264686,-1631.6300000000047,-6.495147662282511,41.22467629193746,1740.529908651559,38678.20840345171,5310.287154875889,-6156.690000000002,0.008176594824379008,37.538726638375984,8976.43396862139,47242.71712648087,9300.297746936676,-21298.060000000005,-34.42211338174858,45.38813845063561
116,2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,2523462575.688437,1530915,34328.496287,1281854474.912083,1622581200000,36565.06714285714,37300.14428571429,50339.69035714285,0.0,1345.7584968418696,37045.31208715952,1876.054193372706,-1673.2300000000032,-2.4949403036285065,46.1582030026664,1735.1093755536658,38530.27127507063,4959.078600116265,878.5900000000038,-7.298803947230757,39.80308148158044,9114.743592835623,46897.99835087997,9310.638065924993,-18384.769999999997,-35.312871486248035,45.8838119728347
117,2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,2930945325.709207,1949658,38664.297849,1493504667.613802,1622667600000,36667.46857142857,37208.72642857143,50003.427321428564,0.0,1534.26139500822,37595.68156536964,1923.5013572290425,716.8099999999977,10.047530401539511,54.66659048146987,1578.704748664442,38625.807109494366,4623.565216539954,-1279.8499999999985,5.354825149032223,43.993670573121484,9171.266041570663,46625.50852062848,9254.582318958981,-18830.729999999996,-32.49901019116124,46.8256066973682
118,2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,3379399754.9305224,1926311,43105.97173,1595098152.966827,1622754000000,36833.969999999994,37178.51142857143,49622.82839285714,0.0,1469.0024120577973,37404.01117402723,1703.9584765061643,1165.510000000002,6.426355614698965,43.19327805566421,1581.8574848472276,38386.23281859373,4350.725457628245,-423.01000000000204,-1.65750193659608,39.704945052536715,9269.083620347565,46276.799560300424,9271.097710977792,-21313.54,-38.38123459384468,45.659904685466245
119,2021-06-05,36829.15,37925.0,34800.0,35513.2,70459.62149,2560547116.8364058,1463754,34397.77436,1249708171.2723916,1622840400000,36963.69142857143,37040.18785714286,49189.686785714286,0.0,1265.3596179924202,36931.30838052042,1720.3702001909062,908.0499999999956,-0.3593306299130186,38.11433572566172,1639.919914218089,38003.16176276305,4175.185541510652,-1936.530000000006,2.475671074368233,37.559049240137384,9352.688518119676,45893.86111815638,9324.334341978918,-24255.93,-40.81373037725306,45.038626770136716
120,2021-06-06,35516.07,36480.0,35222.0,35796.31,47650.206637,1711857075.0471697,993430,23661.260636,850204250.7625557,1622926800000,36985.840000000004,37121.692142857144,48757.43464285714,0.0,1239.4458995582015,36647.55878539031,1581.630055941155,155.04000000000087,-3.912351515187306,39.88863082870927,1537.4226055927259,37708.91485217308,3964.0828712316247,1141.0599999999977,-7.73264660100232,38.33133599047287,9403.10105240818,45534.79454298494,9349.443925919675,-24206.120000000003,-40.19994988306048,45.201972020307565
121,2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,2755673601.713914,1532260,36431.560586,1295757611.708646,1623013200000,36457.12285714286,36747.15642857143,48287.663035714286,0.0,1778.3226408206733,35873.86658904274,1992.8030200710514,-3701.019999999997,-8.558287132536387,31.53081923235814,1725.3002858080968,37154.76485737616,3970.936246390438,-5243.5,-12.451310798878636,34.671656233706244,9495.034968563861,45108.91827555292,9450.771149949378,-26307.21,-47.223295320487615,44.14341338273001
122,2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,4030784324.609684,2074885,60095.990201,1966354847.569198,1623099600000,35983.94,36394.02,47748.48107142857,0.0,2114.0519812904895,35250.60244178205,2082.7989816627255,-3312.279999999999,-11.147237539354597,30.950842315459752,1876.8693394423128,36651.57086497592,3929.1626732045856,-4943.9100000000035,-14.93581734426282,34.40052045937952,9468.410955553334,44692.25593475928,9536.425408229261,-30194.190000000002,-46.980528603056605,44.06287485175805
123,2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,4794741674.438823,2601479,68790.289265,2415789675.0859303,1623186000000,35958.135714285716,36261.601428571434,47291.847499999996,0.0,2092.4769084333557,35784.96433133654,2062.2652351335205,-180.62999999999738,-4.736030640977257,53.96792243416336,1719.267138623841,36749.76808491002,3667.066340754246,-1853.8600000000006,-2.9637440766904115,45.16146041905764,9337.19838993732,44432.87465032216,9464.344456454415,-25571.479999999996,-40.804208614378915,46.38362294993021
124,2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,4062957162.3643,2231430,53639.424022,1990486079.2177143,1623272400000,35590.840000000004,36129.154285714285,46818.91428571429,0.0,1582.5135532852642,36007.6532485024,1833.9219349334383,-2571.0699999999997,-0.4161937603518935,50.47829402145294,1598.239291560583,36739.895006753766,3413.9529067634303,-1854.260000000002,2.8382808300589852,43.78643733346453,9188.391198944822,44157.52521457726,9406.986551736007,-26484.260000000002,-40.20406033768758,46.037918666153296
125,2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,2903043643.310072,1727645,39406.719224,1458619433.2768435,1623358800000,35662.694285714286,36248.33214285714,46390.2925,0.0,1657.7334890024188,36338.7349363768,1704.7301961696671,502.9800000000032,5.121419641147535,53.69639576571566,1622.8629554737706,36818.8396736859,3185.0730476579806,1668.4900000000052,7.8798386945295755,45.43474243968972,9057.856617692576,43915.34328865379,9326.001921753657,-24002.82,-37.786938983106204,46.41256638145386
126,2021-06-12,37331.98,37463.63,34600.36,35546.11,87717.54999,3132387326.5375137,1719650,42571.205313,1520432734.299909,1623445200000,35667.39571428571,36315.54357142858,45953.49696428572,0.0,1657.2854588935884,36140.578702282604,1522.172594414276,32.91000000000349,-0.6989547246629529,44.5128521461458,1568.1375370587166,36649.14238168896,2998.940665782095,940.9599999999991,-0.2669938529126381,41.839397933393045,8978.731160636713,43618.50563786538,9291.34193516889,-24460.550000000003,-36.69438349165031,45.536586536371416
127,2021-06-13,35546.12,39380.0,34757.0,39020.57,86921.025555,3208991521.63768,1894103,45675.273616,1688611358.4117024,1623531600000,36128.00428571428,36556.92214285715,45647.61410714285,0.0,2090.5185823283578,36860.57652671195,1884.7137953890772,3224.260000000002,16.296051684524592,60.02927089648749,1710.028157222918,36965.33273430475,2914.502836699393,3379.300000000003,4.742494794492166,50.11083277074252,8916.609348626303,43455.48927563555,9165.343941598461,-17129.440000000002,-29.860924621547518,47.499428670527195
128,2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949,4320307646.765389,2185089,53645.908744,2135285912.620505,1623618000000,37122.79,36789.95642857143,45377.67035714286,0.0,2306.503133525946,37774.50489503396,2363.797217694552,6963.5,21.375994171501542,64.95166374325278,2008.5437381868217,37438.79370761614,2988.46229782761,3262.480000000003,10.41940049202726,53.196692441058936,8837.281344332694,43351.32034919862,9018.095650094978,-15116.849999999999,-28.194435090828534,48.315871972903786
129,2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838,3247746713.62741,1931890,39428.829726,1587381565.815413,1623704400000,38088.96571428572,37036.45285714285,45086.93892857143,0.0,1848.909989505615,38366.88867127547,2327.846182423767,6763.230000000003,7.371312491558125,62.70934343810746,2198.5147079805356,37799.49321627282,2941.23243690653,3450.9500000000044,6.855071831110384,52.32916580394411,8734.444659931089,43237.69046448395,8877.037830429073,-16280.96,-25.365664930765675,48.126221682785555
130,2021-06-16,40143.8,40527.14,38116.01,38349.01,87771.976937,3450556041.600584,2134897,42137.242251,1657135674.8230214,1623790800000,38226.24571428572,37092.190714285716,44811.249285714286,0.0,1823.697183332163,38362.4190034566,2015.9912721847577,960.9599999999991,4.562391685834664,52.51076757665171,2222.8034373683427,37872.76212129888,2744.9918273248004,780.3300000000017,-2.2875246612525477,48.24353604187236,8698.40130238045,43064.549744758595,8765.930216598412,-15438.619999999995,-25.810992869933152,47.21627128459573
131,2021-06-17,38349.0,39559.88,37365.0,38092.97,79541.307119,3065622530.039886,1620210,37936.812673,1462729677.1158257,1623877200000,38428.71000000001,37009.775,44568.42803571428,0.0,1697.1504753257573,38295.05675259245,1750.442076187908,1417.25,2.0384399648772926,51.12707031544535,2157.193418319844,37902.12317197613,2556.6287580042767,-1153.8199999999997,3.431996524477996,47.67179744084571,8692.654331590214,42888.530908899666,8659.087800989859,-13597.989999999998,-25.490727262556153,47.08697139479819
132,2021-06-18,38092.97,38202.84,35129.29,35819.84,95228.042935,3507868126.3062024,1809253,44824.436567,1651613641.3868167,1623963600000,38212.69,36937.692142857144,44295.11910714286,0.0,1939.0140070230973,37676.25256444433,1907.4199270246013,-1512.1400000000067,0.7700701989612814,40.164778956802735,2180.434101804177,37624.485414206705,2490.866567177108,-1009.1600000000035,0.8634535890879995,42.81996464900524,8723.309848029274,42638.34321157179,8605.9638644772,-15305.300000000003,-28.428799324806025,45.94952922294973
133,2021-06-19,35820.48,36457.0,34803.52,35483.72,68712.449461,2453817534.777169,1212278,33788.293345,1207082481.7647178,1624050000000,38203.77714285714,36935.58642857143,44035.045535714286,0.0,1953.4040462712544,37128.11942333324,1944.289812464427,-62.38999999999942,-9.064065440356197,38.73213350885662,2181.929322530219,37339.05002430401,2438.7444065018653,-29.479999999995925,-0.8732464323836633,42.13705501093339,8765.683733754006,42385.19152516268,8556.908758926827,-14564.119999999995,-27.682788168041217,45.78302377051384
134,2021-06-20,35483.72,36137.72,33336.0,35600.16,89878.17085,3124634336.8407607,1691871,44194.067387,1537385055.4929118,1624136400000,37715.147142857146,36921.57571428571,43794.57035714285,0.0,2134.442976701152,36746.129567499935,1829.1812460765477,-3420.409999999996,-12.133712143930248,39.60282559237607,2190.4208790259177,37107.19802011888,2351.757888728493,-196.14999999999418,6.101936679483293,42.47929727953861,8809.743861803956,42145.18794028206,8498.810880324803,-13466.609999999993,-34.07547472389136,45.85223254005205
135,2021-06-21,35600.17,35750.0,31251.23,31608.93,168778.873159,5545926077.788067,2688993,81297.469751,2671033140.1889787,1624222800000,36442.66714285714,36782.728571428575,43394.705,0.0,2751.972927481083,35461.82967562495,2877.919346714558,-8907.36,-21.261213370652282,25.251956156010365,2464.8116645819996,36374.09561484786,2924.962179513048,-1943.8600000000006,-5.308079702080319,34.86669505327539,8846.153735082416,41772.60017632624,8575.059582590644,-22392.46,-42.54172319224344,43.89660275950091
136,2021-06-22,31614.12,33298.78,28805.0,32509.56,204208.179762,6406159197.076789,3113977,99149.182266,3115465362.967081,1624309200000,35352.02714285715,36720.49642857143,42992.876249999994,0.0,2545.6771025908624,34723.76225671871,2849.2836163891543,-7634.48,-15.227120595811991,31.761738080812492,2566.223729123628,35858.82419795803,3045.1955065482002,-871.2499999999964,-13.048260072402817,37.58482576955363,8819.892181435105,41445.12645912375,8597.184026671745,-22502.41,-40.725978927991754,44.4410368105439
137,2021-06-23,32509.56,34881.0,31683.0,33678.07,126966.100563,4282250433.919445,2026228,63340.033137,2136458765.586804,1624395600000,34684.75,36455.49785714286,42614.87357142858,0.0,2220.5947490251865,34462.33919253903,2515.553599044466,-4670.940000000002,-11.589802527868006,39.70955592501581,2680.9749427205033,35568.05697079248,2937.4488887620582,-3709.980000000003,-8.173391006366067,41.02369371879999,8756.026117207071,41170.61259161111,8566.992233873018,-21168.15,-37.114984595275885,45.14425420624984
138,2021-06-24,33675.07,35298.0,32286.57,34663.09,86625.80426,2925373222.105977,1531230,43994.708298,1486960778.326773,1624482000000,34194.76714285714,36311.73857142857,42277.51803571429,0.0,1647.7342737595807,34512.52689440427,2180.5557207312945,-3429.8800000000047,-3.229355575010944,45.905819701482216,2721.9060099125313,35447.39470774281,2753.1873976045713,-2012.6300000000047,-7.149071653847469,43.83302925354442,8690.549559316694,40940.673663788206,8501.145187449005,-18891.910000000003,-39.91935420969882,45.733780248481054
139,2021-06-25,34663.08,35500.0,31275.0,31584.45,116061.130356,3846120542.6572967,2094932,55656.156252,1846078278.3047829,1624568400000,33589.71142857143,35901.20071428572,41811.271250000005,0.0,1727.2529391625858,33780.5076708032,2332.723717338974,-4235.389999999996,-10.988898570950283,33.392113140283215,2977.619419077737,34932.335412351094,2902.821260747635,-5747.5300000000025,-11.145129523314926,37.776229754675015,8547.62346939376,40610.15930945249,8529.594987607255,-26109.819999999996,-45.35597263477725,44.22142842452363
140,2021-06-26,31576.09,32730.0,30151.0,32283.65,107820.375287,3376415451.793124,1814051,52978.159256,1659918820.240478,1624654800000,33132.55857142857,35668.16785714286,41355.61553571429,0.0,1557.5634357372944,33406.2932531024,2138.06629049004,-3200.0699999999997,-9.315997456191214,37.879008106428095,3131.2463682550756,34579.17735676125,2859.3529659906244,-3262.459999999999,-17.265047640257432,39.810413895410385,8357.794546157147,40316.0902056397,8519.948531043576,-25516.72,-42.939781940786034,44.644722911487904
141,2021-06-27,32283.65,34749.0,31973.45,34700.34,96613.244211,3199980157.7503333,1799875,48772.52918,1616348030.4826243,1624741200000,33004.01285714286,35359.58,40964.93928571429,0.0,1342.2143973630327,33729.8049398268,1948.0259076723833,-899.820000000007,9.780179208850145,51.14874441815234,2984.9116693386445,34595.33237588392,2662.255877419006,-4320.230000000003,-14.354596632613708,46.340042433130684,8141.831688251802,40117.803064481915,8433.259081749087,-21877.870000000003,-39.302588325675686,46.084624210157656
142,2021-06-28,34702.49,35297.71,33862.72,34494.89,82222.267819,2837122779.5244017,1868627,40552.29218,1399861431.1646347,1624827600000,33416.29285714286,34929.479999999996,40560.0375,0.0,1284.2554145581644,33921.07620487009,1724.5724518359716,2885.959999999999,6.106911320854536,50.08757217234812,2592.775412131568,34581.94005908202,2478.678610382578,-6021.4000000000015,-14.072201004183938,45.8843190700478,7880.949005450184,39919.306954326516,8348.965507086861,-22674.5,-35.15999339097869,45.98109484750164
143,2021-06-29,34494.89,36600.0,34225.43,35911.73,90788.79622,3233947791.8633885,1673802,45376.587629,1616093004.8521647,1624914000000,33902.317142857144,34627.17214285715,40251.31821428572,0.0,1508.1653664044904,34418.73965365257,1759.9584611896084,3402.170000000002,6.632387188458257,57.22726292160476,2146.302991242922,34759.24538473701,2354.7246579282873,-4232.309999999998,-6.3555226067113555,49.567750216257544,7713.642318314192,39777.86450854803,8234.16281466291,-17288.28,-37.47534434348008,46.81996760095138
144,2021-06-30,35911.72,36100.0,34017.55,35045.0,77152.197634,2688939291.095673,1301036,37035.769674,1290873346.2241623,1625000400000,34097.59285714286,34391.17142857143,39851.47696428571,0.0,1561.830428980261,34575.30474023942,1552.0581596762077,1366.9300000000003,1.1017771352756016,51.92615461567842,1869.3637184917675,34797.34600014252,2194.445879211264,-3304.010000000002,-8.00139763321159,47.44046337346863,7379.76480413296,39610.85834983676,8135.417652372745,-22391.11,-37.85651158073032,46.371439920750916
145,2021-07-01,35045.0,35057.57,32711.0,33504.69,71708.266112,2410809595.390457,1240681,34986.055016,1176002216.565681,1625086800000,33932.107142857145,34063.43714285714,39442.745,0.0,1553.272559326059,34307.651055179565,1434.3633191087056,-1158.3999999999942,6.079700612168335,43.56005199409184,1544.4085063292553,34624.9918666447,2093.1926137883056,-4588.279999999999,-6.463317535756705,43.83963236930945,7074.45189998952,39395.435942792785,8071.053943398402,-22888.989999999998,-41.54263954741143,45.58131701167237
146,2021-07-02,33502.33,33977.04,32699.0,33786.55,56172.181378,1870193042.393537,1176457,27271.658005,908203511.3411496,1625173200000,34246.69285714286,33918.202142857146,39022.59857142857,0.0,1175.6471608814754,34177.37579138467,1265.8788858545297,2202.100000000002,4.655297650668377,45.436812521452616,1459.820322654025,34513.19961767695,1970.9753483770226,-2033.2899999999936,-4.78295398565877,44.66728066902227,6681.496188792771,39197.59533430945,7995.869994817767,-23528.199999999997,-42.600453093291854,45.753530119363354
147,2021-07-03,33786.54,34945.61,33316.73,34669.13,43044.578641,1478423023.503483,1078278,21331.875045,732586226.4725718,1625259600000,34587.47571428572,33860.01714285714,38590.58214285714,0.0,796.331450251791,34300.3143435385,1120.1498211663966,2385.479999999996,-0.0899414818413858,51.34697629496151,1407.9343689382497,34533.990335333205,1835.7025243556545,-814.5900000000038,-2.6152410550963983,47.28690904156249,6135.187097047112,39037.893632222454,7898.691637302839,-24192.920000000006,-40.47281941675292,46.29537606532817
148,2021-07-04,34669.12,35967.85,34357.15,35286.51,43703.475789,1544458212.3926332,1164970,21180.335069,748187394.2395809,1625346000000,34671.21428571428,33837.61357142857,38180.68339285714,0.0,839.8103177861808,34546.86325765387,1074.15268983254,586.1700000000055,2.294890634525875,55.298521331915836,1380.3396254914342,34634.32629067724,1729.441446659095,-313.65000000000146,11.634623506711558,49.102174152972054,5536.004379705387,38905.62024463728,7789.518513712114,-22954.329999999994,-36.780812861656145,46.674744423192976
149,2021-07-05,35288.13,35293.78,33125.55,33690.14,64123.874245,2183406257.4938293,1109367,31489.855372,1071967415.425311,1625432400000,34556.25,33986.27142857143,37785.57625,0.0,919.2920474101519,34332.6824432404,1012.8721415981973,-804.75,-6.186251678769036,44.416104494580324,1225.206953820575,34508.434785193655,1644.1145700846075,2081.209999999999,3.6314856306883208,44.80562483992836,5019.991772257481,38721.754623260895,7712.280605614867,-22126.0,-40.55032978636676,45.82255707075378
150,2021-07-06,33690.15,35118.88,33532.0,34220.01,58210.596349,1991691100.9482656,1184687,27801.954493,951269024.0379496,1625518800000,34314.57571428571,34108.44642857143,37384.68321428572,0.0,699.6991371487983,34304.5143324303,878.7545334462999,-1691.7200000000012,-2.354087601655009,48.35203663859337,1149.5718227544817,34469.97814715197,1533.9654758760396,1710.4500000000007,1.6091777230702424,46.47963691614475,4334.026997692085,38563.07726870969,7621.298660574285,-22450.009999999995,-31.051581944626893,46.154804177642156
151,2021-07-07,34220.02,35059.09,33777.77,33862.12,53807.521675,1857658028.480804,1041416,27294.923927,941984587.9756222,1625605200000,34145.59285714286,34121.59285714286,37103.09035714286,0.0,633.6117882599729,34193.915749322725,788.6503094453387,-1182.8799999999974,1.0668058710586494,45.79663475676526,1145.315983362337,34388.93039416938,1444.0537517884866,184.0500000000029,-2.3107287896145268,45.47637456294399,4025.1398527355186,38397.40462200232,7536.710154837682,-15769.199999999997,-31.827141688595972,45.96096684258284
152,2021-07-08,33862.11,33929.64,32077.0,32875.71,70136.48032,2304973020.298715,1257892,35104.655225,1152928339.821843,1625691600000,34055.73857142857,33993.922857142854,36803.175,0.0,769.644164454677,33864.364311992045,920.1040742245872,-628.9800000000032,-2.695865662519564,39.144384230628226,1179.4243464206822,34187.16767488425,1446.447292637841,-1787.3799999999974,4.088277617625124,42.73820313685878,3682.8306441446293,38202.83736624443,7473.66432915258,-16795.260000000002,-34.03941899764152,45.425596393487794
153,2021-07-09,32875.71,34100.0,32261.07,33815.81,47153.939899,1562958239.3913765,1236351,23660.068601,784288611.1325287,1625778000000,34059.91857142857,34153.305714285714,36517.002857142856,0.0,768.0162503570299,33852.22573399403,797.1570349177518,29.25999999999476,-2.461325103918096,47.606447240302224,958.9283868563199,34137.653318219716,1352.9265198754606,2231.359999999997,4.745931764221196,46.070924780612465,3248.2720675570763,38048.27529082528,7386.044397852638,-16025.64,-27.686809590233647,46.03557515829539
154,2021-07-10,33815.81,34262.0,33004.78,33502.87,34761.175468,1171790111.0829954,865508,17012.759197,573638406.5470238,1625864400000,33893.310000000005,34240.392857142855,36280.215000000004,0.0,739.8140981117099,33764.88680049552,709.4313330446048,-1166.2599999999948,-5.054736215057821,45.167323864076636,821.5999029421001,34053.01554243738,1279.257734250518,1219.2200000000012,-3.4508883774625665,45.12932867828161,2958.146954726251,37888.15634577722,7303.880842990868,-13260.119999999995,-27.844523653123414,45.86183926614667
155,2021-07-11,33502.87,34666.0,33306.47,34258.99,31572.647448,1070033013.1920449,952891,16434.537508,557336788.6966077,1625950800000,33746.521428571425,34208.86785714286,36062.84875,0.0,470.0774454056681,33888.41260037164,656.4105373557817,-1027.520000000004,1.68847621292164,52.08716747656898,810.992939713083,34080.47880345127,1193.138683797716,-441.34999999999854,-0.6838694079036096,47.90002887532058,2627.3931353208186,37760.331083419354,7205.7766146494705,-12172.510000000002,-21.312512000999593,46.35985254549689
156,2021-07-12,34259.0,34678.43,32658.34,33086.63,48181.403762,1620646741.334963,1176847,22602.907306,759877911.0350466,1626037200000,33660.305714285714,34108.27785714286,35876.21642857143,0.0,533.2420673515927,33687.96695027873,681.0144641693539,-603.510000000002,-3.312038774974071,42.40648148259718,858.7189204246275,33947.96562963459,1164.769269650828,-1408.260000000002,-7.8667889294111015,44.17538658007937,2452.1031074550006,37595.73761962155,7130.929784982193,-10451.410000000003,-22.784597727222874,45.69624164296471
157,2021-07-13,33086.94,33340.0,32202.25,32729.77,41126.361008,1348583017.010343,956053,19588.278507,642576716.6041436,1626123600000,33447.41428571429,33880.995,35695.501964285715,0.0,568.8366959506519,33448.417712709044,740.7286652861899,-1490.2400000000016,-3.344002088469364,39.78085369566141,760.102003091708,33785.53954565869,1166.3924813502774,-3181.9600000000028,-6.606448851476672,43.077343767167854,2296.816907195592,37424.39525767561,7062.470650634881,-10120.009999999998,-10.793977338294882,45.49440885964578
158,2021-07-14,32729.12,33114.03,31550.0,32820.02,46777.823484,1515692074.9875476,1123129,22516.485719,730009068.0708964,1626210000000,33298.54285714286,33722.06785714286,35626.39357142857,0.0,578.4973299465456,33291.31828453178,705.6132246848656,-1042.1000000000058,-0.169395581114453,40.86121604103604,730.0140310895005,33656.80360622062,1138.0183767505746,-2224.980000000003,-2.043504954082564,43.460104991820984,2324.404016020512,37262.2843995534,6989.669148965658,-3870.0699999999997,-19.016182935471587,45.556329195491884
159,2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353,1652077965.43656,1099367,24866.405787,795831015.696149,1626296400000,33156.29857142857,33606.01857142857,35471.98928571429,0.0,785.2597361462093,32938.48871339883,899.5154190274523,-995.7099999999991,-5.724570844229365,33.54758870330248,880.7943554705314,33419.89645869757,1230.968192715625,-1624.6900000000023,-5.642925957222631,40.412014576826756,2279.7326122769955,37072.807704958184,6938.104714459153,-8646.64,-14.420725217243316,45.01400975783969
160,2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154,1538342711.5796566,1067591,23963.744568,760274744.5520707,1626382800000,32808.87857142857,33434.39857142857,35367.20107142857,0.0,962.7599424635349,32549.83403504912,1065.6123114491506,-2431.9399999999987,-6.324831275648933,30.217296568686734,1058.9685762525182,33148.426264177775,1352.4486921118187,-2402.680000000004,-9.476038193055317,38.86279085673134,2330.720827752359,36872.558897092335,6896.513593019202,-5868.140000000003,-16.19733974050014,44.72787642083538
161,2021-07-17,31383.86,31955.92,31164.31,31520.07,34012.242132,1072815966.3363076,883442,16649.051308,525240023.82137984,1626469200000,32525.621428571427,33209.46571428572,35261.31428571428,0.0,1014.8235814559271,32292.393026286838,1040.9672205251675,-1982.800000000003,-7.99474823980508,32.36762150468961,1109.7523253461393,32931.312095602174,1383.9093436628305,-3149.0599999999977,-10.673880754996745,39.54793364292836,2368.773732757717,36684.17407324445,6846.778339479611,-5929.6600000000035,-9.04676780574372,44.825907304078555
162,2021-07-18,31520.07,32435.0,31108.97,31778.56,35923.716186,1140964365.6466014,760979,17554.182653,557709781.1191803,1626555600000,32171.274285714284,32958.89785714286,35209.94482142857,0.0,689.6620306304363,32163.934769715128,932.987083801791,-2480.4299999999967,-3.9534700270169436,36.68738510195887,994.7768049180273,32777.61181617716,1351.0036367506616,-3507.9500000000007,-5.674004322926525,40.90157224027707,2412.936288603153,36511.53598987967,6786.788078879627,-2876.6899999999987,-18.088662601501326,45.01435812797875
163,2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499,1470563281.936503,846029,22709.510045,705480091.1446748,1626642000000,31850.277142857143,32755.291428571425,35067.861964285716,0.0,715.0612204013356,31832.86357728635,1018.0752155427816,-2246.979999999996,-5.774926007729351,28.87258327047536,1117.7129778385595,32519.21690733694,1431.511398952916,-2850.489999999998,-9.878313887108742,37.60751516653744,2432.1015500967783,36311.952111136976,6749.199310435044,-7956.639999999999,-19.53065801915839,44.45283473090505
164,2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017,1821230700.020391,1062139,28424.82505,847855259.1399382,1626728400000,31430.360000000004,32438.88714285714,34915.4625,0.0,940.1555362091304,31322.23518296476,1299.9817722502537,-2939.420000000002,-9.231164392952834,22.596769309555228,1285.5583547143974,32155.367986338428,1643.9881878330277,-4429.6600000000035,-12.024557233864872,34.28438137721503,2490.98688767557,36082.49126201704,6739.362339319699,-8534.370000000003,-24.085371991322553,43.83068333163697
