city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week,unix_time,temperature_max,temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_max,wind_gusts_max,wind_direction_dominant
Dallas,2023-03-19,6.2,11.0,9.7,7.9,11.7,7.0,9.2,9.9,9.485714285714286,11.457142857142857,11.778571428571428,1.642587969667394,10.352190038615117,2.508022280173828,3.1852337882350517,11.039342552795635,3.119240452485837,3.377085873161777,11.50030363472114,3.5670546740968176,2023,19,3,6,1,0.9741004551724205,0.22611568550828828,-0.7818314824680299,0.6234898018587334,1679180400000,11.2,1.0,0.0,0.0,0.0,0.0,17.2,33.1,25
Dallas,2023-03-20,8.5,6.2,11.0,9.7,7.9,11.7,7.0,9.2,8.957142857142857,11.185714285714285,11.625,2.0354009783966416,9.314142528961337,2.9135941775461265,3.468286462939722,10.39409687908955,3.36849621093584,3.531616459189002,11.134765453016234,3.7036501481797615,2023,20,3,0,0,0.9778483415056568,0.20931464596304847,0.0,1.0,1679266800000,12.5,4.1,0.0,0.0,0.0,0.0,29.3,50.8,157
Dallas,2023-03-21,6.1,8.5,6.2,11.0,9.7,7.9,11.7,7.0,8.857142857142858,11.078571428571427,11.539285714285715,2.0386737051797548,9.110606896721004,2.5518163944812273,3.5303472418944275,10.141550628544278,3.2062940841406338,3.578675451814238,10.953057490739251,3.6377564109948675,2023,21,3,1,0,0.9813064702716093,0.19245158197082995,0.7818314824680297,0.6234898018587336,1679353200000,17.9,10.1,3.0,3.0,0.0,7.0,26.3,46.8,170
Dallas,2023-03-22,7.0,6.1,8.5,6.2,11.0,9.7,7.9,11.7,8.728571428571428,10.52142857142857,11.410714285714283,2.197509412732629,8.357955172540752,2.620404805759531,3.663789247261857,9.602677211405041,3.3079153714524034,3.7094812740801344,10.618363870688267,3.72678276104098,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434,1679439600000,25.9,17.8,1.5,1.5,0.0,13.0,30.6,58.0,185
Dallas,2023-03-23,6.0,7.0,6.1,8.5,6.2,11.0,9.7,7.9,8.057142857142857,9.778571428571427,11.407142857142857,1.8246982790381425,8.018466379405565,2.3565388288464684,3.184862893179489,9.255653583217702,3.213457330307615,3.7138308634803954,10.36882153477873,3.7152191304228257,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419,1679526000000,26.8,19.4,1.5,1.5,0.0,11.0,29.7,55.1,181
Dallas,2023-03-24,6.8,6.0,7.0,6.1,8.5,6.2,11.0,9.7,7.785714285714286,9.192857142857141,11.282142857142857,1.9861424683951752,7.513849784554173,2.2485971440419825,3.060785290314658,8.821566438788675,3.204448234551965,3.8372495523465746,10.067523497897438,3.7579062489645247,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191,1679612400000,26.0,19.1,9.6,9.6,0.0,11.0,24.6,49.0,199
Dallas,2023-03-25,11.0,6.8,6.0,7.0,6.1,8.5,6.2,11.0,7.371428571428572,8.885714285714284,11.125,1.8154102251874917,7.3353873384156305,1.9757562586340078,3.0704189498295715,8.552024246950186,3.0672345267033503,3.929718206841942,9.84217704976658,3.7227506421090055,2023,25,3,5,1,0.9922222094179323,0.12447926388678915,-0.9749279121818235,-0.2225209339563146,1679698800000,23.5,11.9,0.0,0.0,0.0,0.0,18.1,34.9,247
Dallas,2023-03-26,17.4,11.0,6.8,6.0,7.0,6.1,8.5,6.2,7.371428571428571,8.428571428571429,10.942857142857141,1.8154102251874917,8.251540503811723,2.421856266126681,1.9924583081937055,8.878421014023495,2.9831663105586874,3.8068581943867015,9.922026908403367,3.604490538581549,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334,1679785200000,24.0,9.2,0.0,0.0,0.0,0.0,10.2,16.9,127
Dallas,2023-03-27,16.6,17.4,11.0,6.8,6.0,7.0,6.1,8.5,8.971428571428572,8.964285714285714,10.932142857142859,4.103946996780272,10.538655377858792,4.765204234357483,3.1121615399187506,10.01463154548703,4.0926190889925085,3.787509058434677,10.437749190582446,3.9774238366836534,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0,1679868000000,23.8,8.8,0.0,0.0,0.0,0.0,23.1,37.1,26
Dallas,2023-03-28,16.5,16.6,17.4,11.0,6.8,6.0,7.0,6.1,10.128571428571428,9.492857142857144,11.257142857142856,4.994234771452151,12.053991533394095,5.006718623141074,3.7236178201219388,10.892680672755425,4.462404295427742,3.8715896411172257,10.862732005025036,4.154204889078089,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336,1679954400000,20.8,10.1,5.0,5.0,0.0,7.0,22.1,49.7,1
Dallas,2023-03-29,16.0,16.5,16.6,17.4,11.0,6.8,6.0,7.0,11.614285714285714,10.171428571428573,11.364285714285714,5.140826318608309,13.165493650045573,4.808789127431481,4.082689266690722,11.640323249721368,4.601169899418803,3.9760593077879856,11.251509108126758,4.264190238064496,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434,1680040800000,17.3,8.4,2.9,2.9,0.0,6.0,16.6,33.1,66
Dallas,2023-03-30,12.4,16.0,16.5,16.6,17.4,11.0,6.8,6.0,12.9,10.478571428571428,11.582142857142856,4.914943200756971,13.87412023753418,4.3704542550875125,4.3589304565770135,12.221613483091852,4.551184922496412,4.059105317534374,11.578991238600775,4.293101451123498,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419,1680127200000,21.5,15.1,1.5,1.5,0.0,4.0,24.6,65.9,147
Dallas,2023-03-31,7.2,12.4,16.0,16.5,16.6,17.4,11.0,6.8,13.814285714285715,10.8,11.375,3.9099993910607793,13.505590178150635,3.847207196552032,4.319900283749432,12.24539835201294,4.237389882012826,3.851562934321195,11.635612532490377,4.147833111373846,2023,31,3,4,0,0.9997685019798909,0.021516097436222258,-0.433883739117558,-0.9009688679024191,1680213600000,28.6,20.6,0.2,0.2,0.0,2.0,32.6,56.9,200
Dallas,2023-04-01,7.1,7.2,12.4,16.0,16.5,16.6,17.4,11.0,13.871428571428572,10.62142857142857,11.228571428571428,3.7915319180661933,11.929192633612976,4.449534208699442,4.419394071141871,11.572678571744548,4.3277330397384555,3.931624595211478,11.329708219904832,4.1627016720699865,2023,1,4,5,1,0.9999907397361901,0.004303538296244289,-0.9749279121818235,-0.2225209339563146,1680300000000,25.8,13.0,0.0,0.0,0.0,0.0,22.8,34.9,308
Dallas,2023-04-02,10.7,7.1,7.2,12.4,16.0,16.5,16.6,17.4,13.314285714285715,10.342857142857142,10.9,4.503490709597283,10.721894475209732,4.466571051408838,4.515565265869783,10.976321428845274,4.3268383054319886,3.8761378257802335,11.038004204738982,4.162249644818664,2023,2,4,6,1,0.9999166586547379,-0.01291029607500882,-0.7818314824680299,0.6234898018587334,1680386400000,25.1,13.1,9.2,9.2,0.0,4.0,27.4,49.3,145
Dallas,2023-04-03,10.8,10.7,7.1,7.2,12.4,16.0,16.5,16.6,12.357142857142858,10.664285714285715,10.925,4.1916015804850035,10.716420856407298,3.868177552765949,4.355298654928998,10.939478571665905,4.029246521544989,3.8723736619517553,11.014693569929397,4.017107002638089,2023,3,4,0,0,0.9995462806873573,-0.030120304846908114,0.0,1.0,1680472800000,32.0,17.8,10.7,10.7,0.0,3.0,22.9,47.5,189
Dallas,2023-04-04,9.8,10.8,10.7,7.1,7.2,12.4,16.0,16.5,11.528571428571428,10.828571428571427,10.953571428571427,3.7646222854865004,10.737315642305473,3.350168093851983,4.310528893379478,10.920881428777117,3.7513470696000377,3.868245093814503,10.999887116830818,3.876507590669599,2023,4,4,1,0,0.9988797155850336,-0.04732138832243185,0.7818314824680297,0.6234898018587336,1680559200000,30.7,21.3,0.0,0.0,0.0,0.0,31.0,51.1,178
Dallas,2023-04-05,10.2,9.8,10.8,10.7,7.1,7.2,12.4,16.0,10.571428571428571,11.092857142857143,10.807142857142855,3.079347488086021,10.502986731729104,2.9342639327367177,4.1069292825501735,10.771430571606833,3.5146274960531843,3.829991642136553,10.917136281187314,3.753240283930724,2023,5,4,2,0,0.9979171608653922,-0.06450844944931623,0.9749279121818236,-0.22252093395631434,1680645600000,27.6,15.7,12.5,12.5,0.0,3.0,29.9,53.3,235
Dallas,2023-04-06,6.5,10.2,9.8,10.8,10.7,7.1,7.2,12.4,9.742857142857144,11.321428571428571,10.549999999999999,1.9475259030005116,10.427240048796827,2.545095298831266,3.9475754138903536,10.695239828725922,3.278143903133278,3.6061162036287673,10.867678606622672,3.6262312628555953,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419,1680732000000,17.5,9.7,0.0,0.0,0.0,0.0,20.1,42.1,28
Dallas,2023-04-07,13.4,6.5,10.2,9.8,10.8,10.7,7.1,7.2,8.9,11.357142857142858,10.275,1.8814887722229152,9.44543003659762,2.86913936752659,3.897674708318805,10.135874518229132,3.3916992757525084,3.6110555551281824,10.566459392372833,3.675996415422255,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191,1680818400000,15.2,11.7,0.0,0.0,0.0,0.0,16.9,37.1,40
Dallas,2023-04-08,14.5,13.4,6.5,10.2,9.8,10.8,10.7,7.1,9.785714285714286,11.828571428571427,10.357142857142858,2.349062629666576,10.434072527448214,3.097566697299931,3.698113567218277,10.571091249131916,3.360908012257801,3.656392532156009,10.761875986002293,3.6215534119091686,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146,1680904800000,23.4,12.8,0.0,0.0,0.0,0.0,11.6,29.5,82
Dallas,2023-04-09,17.1,14.5,13.4,6.5,10.2,9.8,10.8,10.7,10.842857142857143,12.078571428571427,10.25357142857143,2.591561397341608,11.45055439558616,3.2882386534514856,3.75564776169039,11.09494574924766,3.4220715566721873,3.48663927574295,11.019677642140065,3.6251324534174443,2023,9,4,6,1,0.9911140639934547,-0.1330147065341959,-0.7818314824680299,0.6234898018587334,1680991200000,23.4,12.3,0.0,0.0,0.0,0.0,7.8,16.6,115
Dallas,2023-04-10,13.4,17.1,14.5,13.4,6.5,10.2,9.8,10.8,11.757142857142856,12.057142857142855,10.510714285714284,3.5018362530046683,12.862915796689622,3.8847215636623926,3.7236694651531863,11.895619649347973,3.825795965185948,3.7174602327409585,11.4390102185442,3.8336700968880892,2023,10,4,0,0,0.9886775902323404,-0.1500553983446526,0.0,1.0,1681077600000,23.5,13.7,0.0,0.0,0.0,0.0,11.7,22.0,90
Dallas,2023-04-11,15.0,13.4,17.1,14.5,13.4,6.5,10.2,9.8,12.12857142857143,11.828571428571427,10.660714285714286,3.52122814072707,12.997186847517217,3.3736325708654014,3.5157729364478696,12.096203696101577,3.6009430038467745,3.7472300175239686,11.574250893127358,3.733563839582717,2023,11,4,1,0,0.9859481499638304,-0.16705162550211924,0.7818314824680297,0.6234898018587336,1681164000000,24.7,11.5,0.0,0.0,0.0,0.0,10.9,14.8,97
Dallas,2023-04-12,14.3,15.0,13.4,17.1,14.5,13.4,6.5,10.2,12.871428571428572,11.721428571428572,10.946428571428571,3.4965288910167485,13.497890135637913,3.0681445177786184,3.382802336577115,12.483376536621368,3.5053109382401106,3.7627297166598073,11.810509452222023,3.709394517155234,2023,12,4,2,0,0.9829265519799822,-0.18399835165768005,0.9749279121818236,-0.22252093395631434,1681250400000,26.2,12.2,0.0,0.0,0.0,0.0,12.9,18.0,124
Dallas,2023-04-13,12.4,14.3,15.0,13.4,17.1,14.5,13.4,6.5,13.457142857142857,11.6,11.039285714285715,3.313033425154499,13.698417601728437,2.683444151231704,3.2451146714359993,12.725592998405185,3.3255965636899645,3.813750879016043,11.982198455517057,3.6363922803895603,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419,1681336800000,26.2,14.2,0.0,0.0,0.0,0.0,14.7,25.6,149
Dallas,2023-04-17,13.8,13.8,11.2,7.1,7.4,12.4,14.3,15.0,11.599999999999998,11.864285714285716,11.346428571428572,3.224386246507493,11.560680147912333,3.150483776601511,3.2551987161030103,11.650791288149613,3.271492212196088,3.785007670901483,11.53631055000898,3.470004984282538,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0,1681682400000,26.5,9.6,0.0,0.0,0.0,0.0,20.6,29.2,158
Denver,2023-02-20,15.8,12.5,17.1,15.1,12.2,4.2,12.2,14.9,12.6,13.692857142857145,14.146428571428572,4.136826480931119,13.597805726953606,3.9647563089186755,4.161816224404298,13.818650084133965,4.3024360658788945,4.731727594837442,13.987890721490068,4.726174271403192,2023,20,2,0,0,0.7694148268839378,0.6387494220515272,0.0,1.0,1676847600000,11.9,-5.2,0.0,0.0,0.0,0.0,13.7,30.6,231
Denver,2023-02-21,12.0,15.8,12.5,17.1,15.1,12.2,4.2,12.2,12.728571428571428,13.87142857142857,13.885714285714286,4.233089606782172,14.148354295215206,3.5847360408940805,4.197147121086476,14.082830072916103,4.065878267503334,4.4103173889074645,14.112863775180408,4.584202795446298,2023,21,2,1,0,0.7802958510707755,0.6254105729852464,0.7818314824680297,0.6234898018587336,1676934000000,13.5,-2.7,0.0,0.0,0.0,0.0,12.1,27.0,216
Denver,2023-02-22,10.9,12.0,15.8,12.5,17.1,15.1,12.2,4.2,12.700000000000001,13.692857142857141,13.771428571428572,4.237924020083374,13.611265721411405,3.263031387919955,4.221458786452243,13.805119396527289,3.855780916986525,4.416455520559383,13.967149032064517,4.456777959184448,2023,22,2,2,0,0.7909456567567772,0.6118864012687244,0.9749279121818236,-0.22252093395631434,1677020400000,13.2,-12.6,5.6,0.3,3.71,18.0,17.6,36.7,49
Denver,2023-02-23,6.3,10.9,12.0,15.8,12.5,17.1,15.1,12.2,13.657142857142858,13.235714285714284,13.603571428571428,2.321534796104398,12.933449291058555,3.0973461665287116,4.14665892252797,13.417770143656984,3.7329679508025166,4.433665997782678,13.755621512611793,4.372577177154484,2023,23,2,3,0,0.8013610881746764,0.5981809144059165,0.43388373911755823,-0.900968867902419,1677106800000,-4.9,-21.8,0.5,0.0,0.35,4.0,15.5,31.3,58
Denver,2023-02-24,12.0,6.3,10.9,12.0,15.8,12.5,17.1,15.1,12.814285714285715,13.057142857142859,13.503571428571428,3.6370448496127823,11.275086968293914,4.101310099707315,4.398551210029659,12.468734124502719,4.287391823908966,4.568530207185714,13.241440718638566,4.6370460591451454,2023,24,2,4,0,0.811539059007361,0.5842981736283684,-0.433883739117558,-0.9009688679024191,1677193200000,4.0,-12.9,0.1,0.0,0.07,1.0,18.6,34.9,12
Denver,2023-02-25,11.1,12.0,6.3,10.9,12.0,15.8,12.5,17.1,12.371428571428572,13.150000000000002,13.664285714285715,3.4984350242711697,11.456315226220434,3.567984204788427,4.358501859760883,12.40623624123569,3.994768253109135,4.426453666705679,13.155824117353148,4.485745078448279,2023,25,2,5,1,0.8214765533024142,0.5702422926917872,-0.9749279121818235,-0.2225209339563146,1677279600000,13.7,-6.6,0.0,0.0,0.0,0.0,12.6,26.3,221
Denver,2023-02-26,15.6,11.1,12.0,6.3,10.9,12.0,15.8,12.5,11.514285714285714,12.607142857142858,13.50357142857143,2.8150953633512046,11.367236419665325,3.0944557005126554,4.07836020699774,12.232071409070931,3.7473658300975874,4.435252896280925,13.014043143742585,4.360689954093673,2023,26,2,6,1,0.8311706263658079,0.5560174366570446,-0.7818314824680299,0.6234898018587334,1677366000000,13.5,-3.5,0.0,0.0,0.0,0.0,26.1,52.2,219
Denver,2023-02-27,6.7,15.6,11.1,12.0,6.3,10.9,12.0,15.8,11.957142857142857,12.278571428571428,13.882142857142856,3.2118826996311753,12.425427314748996,3.331805810421635,3.5736597426230525,12.68112855452814,3.685369743798916,4.124008619043754,13.19238499589827,4.260220234853956,2023,27,2,0,0,0.8406184056344781,0.5416278206559814,0.0,1.0,1677452400000,10.9,-3.8,0.0,0.0,0.0,0.0,17.4,38.9,260
Denver,2023-02-28,8.7,6.7,15.6,11.1,12.0,6.3,10.9,12.0,10.657142857142858,11.692857142857145,13.85,3.2387534345058286,10.994070486061746,3.936551252984418,3.7771507954897556,11.883644747257721,4.027764444707553,4.177940304167266,12.744634306525974,4.438977127236525,2023,28,2,1,0,0.8498170915275278,0.5270777086423722,0.7818314824680297,0.6234898018587336,1677538800000,9.3,-3.5,0.7,0.7,0.0,2.0,21.4,44.6,227
Denver,2023-03-01,10.5,8.7,6.7,15.6,11.1,12.0,6.3,10.9,10.185714285714285,11.442857142857145,13.614285714285714,3.2508606918929486,10.420552864546307,3.5740111140272672,3.856007158809744,11.459158780956692,3.914224475961481,4.278084919915763,12.465694009524181,4.408502389105865,2023,1,3,2,0,0.8587639582758029,0.5123714121284237,0.9749279121818236,-0.22252093395631434,1677625200000,6.3,-6.5,0.7,0.0,0.49,4.0,18.4,41.8,182
Denver,2023-03-02,15.6,10.5,8.7,6.7,15.6,11.1,12.0,6.3,10.128571428571428,11.892857142857142,13.3,3.2397089816392066,10.44041464840973,3.095407452823723,3.2686069217316347,11.331270943495799,3.6596201862916646,4.166711110874086,12.330128905419066,4.2839055088883145,2023,2,3,3,0,0.8674563547295968,0.4975132889071807,0.43388373911755823,-0.900968867902419,1677711600000,6.4,-7.3,0.4,0.1,0.21,3.0,9.6,26.6,350
Denver,2023-03-03,15.5,15.6,10.5,8.7,6.7,15.6,11.1,12.0,11.457142857142857,12.135714285714286,13.242857142857144,3.3140393997139928,11.730310986307297,3.606878767448794,3.4161622963737472,11.900434817696357,3.7248816352634955,4.121976204527134,12.555637256769474,4.218786325538395,2023,3,3,4,0,0.8758917051442429,0.48250774176121847,-0.433883739117558,-0.9009688679024191,1677798000000,8.3,-4.1,0.1,0.1,0.0,1.0,11.5,27.0,244
Denver,2023-03-04,12.0,15.5,15.6,10.5,8.7,6.7,15.6,11.1,11.957142857142857,12.164285714285715,13.210714285714285,3.6559800978930452,12.672733239730473,3.586884413445735,3.4444173656819967,12.38037684200351,3.6928563286475797,4.099895146420247,12.758696756302614,4.141009916538381,2023,4,3,5,1,0.8840675099433636,0.4673592171580022,-0.9749279121818235,-0.2225209339563146,1677884400000,8.2,-7.4,1.7,1.3,0.28,8.0,15.3,33.5,147
Denver,2023-03-05,8.6,12.0,15.5,15.6,10.5,8.7,6.7,15.6,12.085714285714287,11.799999999999999,12.889285714285714,3.6365865732526537,12.504549929797856,3.1222274959801672,3.1383484142509603,12.329659929736376,3.4404798480964156,3.8090865324432177,12.706372842074847,4.000459232394731,2023,5,3,6,1,0.8919813464595485,0.45207220393230435,-0.7818314824680299,0.6234898018587334,1677970800000,10.9,-4.2,0.6,0.6,0.0,3.0,15.9,38.9,200
Denver,2023-03-06,7.1,8.6,12.0,15.5,15.6,10.5,8.7,6.7,11.085714285714285,11.52142857142857,12.607142857142858,3.467673846364652,11.52841244734839,3.2628490232832807,3.2427857377045615,11.83237193910486,3.4626168514368127,3.824281929347307,12.423174715035202,4.002847601179854,2023,6,3,0,0,0.8996308696522433,0.43665123195606403,0.0,1.0,1678057200000,9.9,-4.2,1.6,1.0,0.42,4.0,19.4,38.9,98
Denver,2023-03-07,9.5,7.1,8.6,12.0,15.5,15.6,10.5,8.7,11.14285714285714,10.9,12.385714285714284,3.3856841469423373,10.421309335511292,3.503499445182394,3.193021236287891,11.201389013890877,3.630160174875866,3.959771250942212,12.056059217446567,4.099341658467833,2023,7,3,1,0,0.9070138128026359,0.4211008707960896,0.7818314824680297,0.6234898018587336,1678143600000,8.0,-5.0,0.2,0.0,0.14,2.0,17.7,41.0,50
Denver,2023-03-08,16.8,9.5,7.1,8.6,12.0,15.5,15.6,10.5,11.257142857142856,10.721428571428572,12.207142857142856,3.3019474773013378,10.190982001633468,3.0645650024684477,3.196675814613849,10.974537145372095,3.4323782184233984,3.9736100361732536,11.879779271415769,4.010075888662891,2023,8,3,2,0,0.9141279881853337,0.40542572835999735,0.9749279121818236,-0.22252093395631434,1678230000000,6.7,-4.6,0.0,0.0,0.0,0.0,15.4,32.4,91
Denver,2023-03-09,14.8,16.8,9.5,7.1,8.6,12.0,15.5,15.6,12.157142857142857,11.142857142857142,12.189285714285715,3.870769580181275,11.843236501225102,4.074122758427711,3.587095307801782,11.75126552598915,3.799149866815602,3.950934187300649,12.219104838904338,4.072306473595056,2023,9,3,3,0,0.9209712877166346,0.38963044953078796,0.43388373911755823,-0.900968867902419,1678316400000,10.0,-5.8,2.9,0.4,1.75,8.0,13.2,34.2,18
Denver,2023-03-10,12.9,14.8,16.8,9.5,7.1,8.6,12.0,15.5,12.042857142857143,11.75,12.403571428571428,3.762471325630277,12.582427375918826,3.7896263945619526,3.4197953155124297,12.157763455857262,3.6967217528549674,3.922912952353916,12.397097608635075,3.98541314169084,2023,10,3,4,0,0.9275416835791966,0.37371971479046906,-0.433883739117558,-0.9009688679024191,1678402800000,15.5,-4.0,0.0,0.0,0.0,0.0,19.6,37.4,159
Denver,2023-03-11,9.9,12.9,14.8,16.8,9.5,7.1,8.6,12.0,11.671428571428569,11.814285714285713,12.482142857142858,3.4821996332367045,12.661820531939119,3.2852720761073178,3.433288879117701,12.256728328409627,3.451406932101086,3.909537584802609,12.431780532177486,3.8477192665636464,2023,11,3,5,1,0.9338372288229252,0.35769823883312546,-0.9749279121818235,-0.2225209339563146,1678489200000,14.3,-0.1,1.2,1.2,0.0,8.0,13.4,36.0,215
Denver,2023-03-12,11.3,9.9,12.9,14.8,16.8,9.5,7.1,8.6,11.37142857142857,11.728571428571428,12.167857142857143,3.539168586788968,11.971365398954338,3.124629334475606,3.467304111582738,11.942497884621678,3.3189005065106896,3.741266726601675,12.257174978234211,3.76971250321349,2023,12,3,6,1,0.9398560579418954,0.3415707691678556,-0.7818314824680299,0.6234898018587334,1678575600000,9.4,-5.2,3.6,2.6,0.7,7.0,16.0,43.6,84
Denver,2023-03-13,12.8,11.3,9.9,12.9,14.8,16.8,9.5,7.1,11.757142857142856,11.421428571428573,11.85,3.3275902907143933,11.803524049215754,2.7241657206907117,3.2835671436433236,11.856831500005455,3.0980302777744377,3.395694441604079,12.191162910769783,3.6457767556757767,2023,13,3,0,0,0.9455963874271426,0.3253420847119801,0.0,1.0,1678662000000,10.7,-4.8,0.3,0.0,0.21,3.0,15.0,38.5,59
Denver,2023-03-14,10.8,12.8,11.3,9.9,12.9,14.8,16.8,9.5,12.571428571428571,11.857142857142858,11.775000000000002,2.6202508058798286,12.052643036911817,2.404791072099039,3.0014648438374145,11.982587300004727,2.9032374521742224,3.3487006877737504,12.233151675544283,3.521321171511974,2023,14,3,1,0,0.9510565162951535,0.30901699437494745,0.7818314824680297,0.6234898018587336,1678748400000,14.5,-2.8,0.0,0.0,0.0,0.0,13.3,27.0,209
Denver,2023-03-15,9.4,10.8,12.8,11.3,9.9,12.9,14.8,16.8,12.757142857142858,12.007142857142856,11.725,2.4033706489407938,11.73948227768386,2.163448379152189,2.8816299569500488,11.82490899333743,2.7347735705112877,3.352569495509723,12.134313628955024,3.417794070527687,2023,15,3,2,0,0.9562348265919056,0.29260033563334836,0.9749279121818236,-0.22252093395631434,1678834800000,17.6,0.1,0.1,0.1,0.0,1.0,13.2,25.9,210
Denver,2023-03-16,6.2,9.4,10.8,12.8,11.3,9.9,12.9,14.8,11.7,11.928571428571429,11.910714285714286,1.9043809142779755,11.154611708262895,2.1697094753339647,2.9402848034289915,11.501587794225774,2.6858042499289576,3.0507241745884017,11.945740275233987,3.372468980365332,2023,16,3,3,0,0.9611297838723007,0.27609697309746883,0.43388373911755823,-0.900968867902419,1678921200000,15.9,-3.7,9.0,4.5,3.15,18.0,21.6,46.4,30
Denver,2023-03-17,14.7,6.2,9.4,10.8,12.8,11.3,9.9,12.9,10.471428571428572,11.257142857142856,11.696428571428571,2.3034136158566403,9.91595878119717,2.983394570546308,3.1060026959507856,10.794709421662338,3.1224153751431682,3.2348200640160716,11.549482325217848,3.5759543553425868,2023,17,3,4,0,0.9657399376548549,0.2595117970697999,-0.433883739117558,-0.9009688679024191,1679007600000,3.4,-6.7,0.3,0.0,0.21,3.0,17.6,32.4,51
Denver,2023-03-18,12.4,14.7,6.2,9.4,10.8,12.8,11.3,9.9,10.728571428571428,11.200000000000001,11.682142857142859,2.6880688766684857,11.111969085897877,3.4178976936122396,3.0283277944717337,11.315414832107361,3.216750888117815,3.2200820752627823,11.766759406237306,3.5449241314992235,2023,18,3,5,1,0.9700639218515071,0.2428497220959356,-0.9749279121818235,-0.2225209339563146,1679094000000,5.3,-9.6,0.0,0.0,0.0,0.0,15.0,34.6,355
Denver,2023-03-19,11.6,12.4,14.7,6.2,9.4,10.8,12.8,11.3,11.085714285714285,11.22857142857143,11.514285714285716,2.725453217007173,11.433976814423406,3.020667128848444,3.0383266071028925,11.460026187826381,3.0189747512689524,3.0449368157057553,11.810431171324389,3.4244027126464602,2023,19,3,6,1,0.9741004551724205,0.22611568550828828,-0.7818314824680299,0.6234898018587334,1679180400000,10.1,-8.9,0.0,0.0,0.0,0.0,14.7,32.0,225
Denver,2023-03-20,17.6,11.6,12.4,14.7,6.2,9.4,10.8,12.8,11.12857142857143,11.442857142857145,11.482142857142858,2.731735886278259,11.475482610817554,2.6171266661071675,2.942974498887084,11.478689362782863,2.810946271451846,3.0388903398040856,11.795918676750292,3.3046567196690977,2023,20,3,0,0,0.9778483415056568,0.20931464596304847,0.0,1.0,1679266800000,11.1,-2.4,0.0,0.0,0.0,0.0,11.8,26.6,217
Denver,2023-03-21,12.6,17.6,11.6,12.4,14.7,6.2,9.4,10.8,11.814285714285715,12.192857142857145,11.546428571428573,3.664436551244241,13.006611958113167,3.652706361502594,3.085565472602227,12.294864114411816,3.392769516471742,3.15060042988367,12.196200147319237,3.522890010456645,2023,21,3,1,0,0.9813064702716093,0.19245158197082995,0.7818314824680297,0.6234898018587336,1679353200000,12.3,-2.8,0.1,0.1,0.0,1.0,12.7,33.5,240
Denver,2023-03-22,13.3,12.6,17.6,11.6,12.4,14.7,6.2,9.4,12.071428571428571,12.414285714285715,11.567857142857141,3.6445000963617105,12.904958968584877,3.1690478820146084,2.9871151874103954,12.335548899156905,3.160330218233773,3.1558356962616156,12.224048413021357,3.400837737627117,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434,1679439600000,11.2,-1.7,3.1,2.5,0.42,5.0,11.2,30.6,45
Denver,2023-03-23,11.0,13.3,12.6,17.6,11.6,12.4,14.7,6.2,12.62857142857143,12.164285714285715,11.653571428571428,3.461557590504677,13.003719226438658,2.750688262732741,2.726961437446339,12.464142379269317,2.9617139393267897,3.1695872079473,12.298251970744023,3.293197438903456,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419,1679526000000,9.0,-5.0,2.2,2.1,0.07,6.0,12.9,29.9,180
Denver,2023-03-24,10.2,11.0,13.3,12.6,17.6,11.6,12.4,14.7,13.314285714285715,11.892857142857142,11.821428571428571,2.2334044054077773,12.502789419828995,2.559877299418223,2.631894399832348,12.268923395366741,2.805165953322656,2.9952254775518576,12.208717352072021,3.195221167117891,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191,1679612400000,8.5,-5.3,0.6,0.5,0.07,4.0,11.1,24.8,275
