city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week,unix_time,temperature_max,temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_max,wind_gusts_max,wind_direction_dominant
Albuquerque,2023-03-24,7.6,2.6,8.8,7.3,11.5,11.8,9.8,6.0,8.257142857142856,7.142857142857144,7.4678571428571425,3.2597838081981076,7.062890262580663,3.6195795802925166,3.2179100445700763,7.3354678685216586,3.334239499801949,2.5842906572323106,7.738657029639513,3.6894238805131647,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191,1679612400000,11.3,1.5,0.2,0.2,0.0,2.0,26.7,52.6,282
Albuquerque,2023-03-25,9.3,7.6,2.6,8.8,7.3,11.5,11.8,9.8,8.485714285714286,7.0,7.407142857142857,3.1285931723532423,7.197167696935498,3.144697720985615,3.1439808181054985,7.370738819385438,3.1054104800479205,2.5595035067485674,7.72909447587127,3.5601096313086305,2023,25,3,5,1,0.9922222094179323,0.12447926388678915,-0.9749279121818235,-0.2225209339563146,1679698800000,9.8,-2.7,0.1,0.1,0.0,1.0,29.5,57.2,290
Albuquerque,2023-03-26,11.9,9.3,7.6,2.6,8.8,7.3,11.5,11.8,8.414285714285715,7.378571428571428,7.378571428571428,3.0991550307724185,7.722875772701624,2.895536953747805,3.073253993715789,7.627973643467381,2.97000886070887,2.532654462088865,7.837432787880148,3.45898916331482,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334,1679785200000,10.2,1.0,0.7,0.7,0.0,4.0,27.8,51.5,292
Albuquerque,2023-03-27,11.6,11.9,9.3,7.6,2.6,8.8,7.3,11.5,8.428571428571429,7.950000000000001,7.425,3.117538711715975,8.767156829526218,3.1788254006218652,3.120096152364529,8.197577157671729,3.148962171693226,2.6047854820325256,8.117609836991862,3.4983495097307378,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0,1679868000000,10.1,-1.3,0.0,0.0,0.0,0.0,24.1,45.0,300
Albuquerque,2023-03-28,10.0,11.6,11.9,9.3,7.6,2.6,8.8,7.3,8.442857142857141,8.128571428571428,7.632142857142857,3.134143765505537,9.475367622144663,3.055186907451561,3.259407348543014,8.651233536648832,3.1677220778072126,2.6996643922324535,8.357774675820009,3.493125592344617,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336,1679954400000,13.4,-4.8,0.0,0.0,0.0,0.0,23.0,41.4,3
Albuquerque,2023-03-29,8.3,10.0,11.6,11.9,9.3,7.6,2.6,8.8,8.828571428571427,8.27142857142857,7.807142857142857,3.1361942359672774,9.606525716608497,2.657222956339836,3.296951638997765,8.831069065095654,2.987125786042359,2.6882361794704224,8.471031594728974,3.3970566750700133,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434,1680040800000,19.2,1.6,0.0,0.0,0.0,0.0,24.8,42.5,166
Albuquerque,2023-03-30,4.7,8.3,10.0,11.6,11.9,9.3,7.6,2.6,8.757142857142858,8.442857142857145,7.857142857142857,3.1426406851866733,9.279894287456372,2.380973266662064,3.225788940044625,8.760259856416234,2.787166184793663,2.683754773175011,8.459236312333871,3.27812144320205,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419,1680127200000,20.5,5.0,0.0,0.0,0.0,0.0,42.3,72.4,197
Albuquerque,2023-03-31,4.9,4.7,8.3,10.0,11.6,11.9,9.3,7.6,9.057142857142859,8.657142857142857,7.760714285714286,2.4892148312651856,8.13492071559228,2.97323913490907,2.817176514967328,8.218891875560736,2.963794470658383,2.748513306648774,8.19997863562119,3.308470162840028,2023,31,3,4,0,0.9997685019798909,0.021516097436222258,-0.433883739117558,-0.9009688679024191,1680213600000,19.2,0.7,0.0,0.0,0.0,0.0,42.1,69.1,277
Albuquerque,2023-04-01,6.1,4.9,4.7,8.3,10.0,11.6,11.9,9.3,8.671428571428573,8.57857142857143,7.5928571428571425,2.923875445200719,7.3261905366942095,2.986514519122231,2.9107700729501738,7.776372958819304,2.9972701331015497,2.7754116907064525,7.972393902130072,3.3039684254235206,2023,1,4,5,1,0.9999907397361901,0.004303538296244289,-0.9749279121818235,-0.2225209339563146,1680300000000,18.0,3.5,0.0,0.0,0.0,0.0,25.3,50.0,272
Albuquerque,2023-04-02,7.6,6.1,4.9,4.7,8.3,10.0,11.6,11.9,8.214285714285715,8.314285714285715,7.4750000000000005,3.056375070476242,7.019642902520657,2.649217207357076,2.958912779242534,7.552856564310064,2.8522847335038466,2.76588007559847,7.843263288190067,3.2244087033055715,2023,2,4,6,1,0.9999166586547379,-0.01291029607500882,-0.7818314824680299,0.6234898018587334,1680386400000,22.5,9.3,0.0,0.0,0.0,0.0,25.3,47.9,267
Albuquerque,2023-04-03,3.8,7.6,6.1,4.9,4.7,8.3,10.0,11.6,7.6,8.014285714285714,7.542857142857143,2.5884358211089715,7.164732176890492,2.3102904579722647,2.78619043549738,7.559142355735389,2.65538465871371,2.74393993177809,7.8264865096942,3.111869285223379,2023,3,4,0,0,0.9995462806873573,-0.030120304846908114,0.0,1.0,1680472800000,23.8,8.3,0.0,0.0,0.0,0.0,37.7,66.6,240
Albuquerque,2023-04-04,2.9,3.8,7.6,6.1,4.9,4.7,8.3,10.0,6.485714285714286,7.464285714285714,7.403571428571429,2.234150525687255,6.323549132667869,2.5455142307115493,2.805107194676579,7.05792337497067,2.805257313400372,2.8332002769878133,7.548797784887703,3.177332428234041,2023,4,4,1,0,0.9988797155850336,-0.04732138832243185,0.7818314824680297,0.6234898018587336,1680559200000,23.2,6.3,0.0,0.0,0.0,0.0,41.8,71.6,245
Albuquerque,2023-04-05,9.3,2.9,3.8,7.6,6.1,4.9,4.7,8.3,5.471428571428572,7.1499999999999995,7.200000000000001,1.9686833888958233,5.467661849500901,2.7246344102045184,3.059851680668891,6.503533591641247,2.995269994200035,2.9465610840812806,7.2281910411023444,3.292149085721708,2023,5,4,2,0,0.9979171608653922,-0.06450844944931623,0.9749279121818236,-0.22252093395631434,1680645600000,10.3,-3.8,0.0,0.0,0.0,0.0,40.5,66.2,284
Albuquerque,2023-04-06,5.2,9.3,2.9,3.8,7.6,6.1,4.9,4.7,5.614285714285714,7.185714285714286,7.2821428571428575,2.2274264457953783,6.425746387125677,2.9631850155327406,3.0834189672297954,6.876395779422414,2.9578043946943327,2.972722106012727,7.371074417578045,3.2212729810539127,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419,1680732000000,17.7,-2.2,0.0,0.0,0.0,0.0,13.0,30.6,341
